id,ingredient_name,ingredient_link,ingredient_image
158,1 tsp  Powdered sugar,/ingredient/409-Powdered-sugar,../images/ingredients/Powdered sugar-Medium.png
158,1  Egg white,/ingredient/192-Egg-white,../images/ingredients/Egg white-Medium.png
158,1 slice  Lemon,/ingredient/299-Lemon,../images/ingredients/Lemon-Medium.png
158,1  Cherry,/ingredient/106-Cherry,../images/ingredients/Cherry-Medium.png
159,1 oz Campari,/ingredient/83-Campari,../images/ingredients/Campari-Medium.png
159,1 oz Sweet Vermouth,/ingredient/482-Sweet-Vermouth,../images/ingredients/Sweet Vermouth-Medium.png
159,1 1/4 oz Rye whiskey,/ingredient/436-Rye-whiskey,../images/ingredients/Rye whiskey-Medium.png
159,1 Orange Peel,/ingredient/354-Orange-Peel,../images/ingredients/Orange Peel-Medium.png
160,1 shot Rum,/ingredient/3-Rum,../images/ingredients/Rum-Medium.png
160,1 shot Coconut Liqueur,/ingredient/133-Coconut-Liqueur,../images/ingredients/Coconut Liqueur-Medium.png
160,Garnish with Blueberries,/ingredient/69-Blueberries,../images/ingredients/Blueberries-Medium.png
160,Dash Pineapple Juice,/ingredient/393-Pineapple-Juice,../images/ingredients/Pineapple Juice-Medium.png
160,Top Prosecco,/ingredient/542-Prosecco,../images/ingredients/Prosecco-Medium.png
161,1 tsp superfine  Sugar,/ingredient/476-Sugar,../images/ingredients/Sugar-Medium.png
161,2 tsp  Water,/ingredient/513-Water,../images/ingredients/Water-Medium.png
161,1 oz  Lemon juice,/ingredient/293-Lemon-juice,../images/ingredients/Lemon juice-Medium.png
161,2 oz  Bourbon,/ingredient/71-Bourbon,../images/ingredients/Bourbon-Medium.png
161,1 twist of  Lemon peel,/ingredient/294-Lemon-peel,../images/ingredients/Lemon peel-Medium.png
162,2 oz  Bourbon,/ingredient/71-Bourbon,../images/ingredients/Bourbon-Medium.png
162,1 oz  Lemon juice,/ingredient/293-Lemon-juice,../images/ingredients/Lemon juice-Medium.png
162,1/2 tsp superfine  Sugar,/ingredient/476-Sugar,../images/ingredients/Sugar-Medium.png
162,1  Orange,/ingredient/359-Orange,../images/ingredients/Orange-Medium.png
162,1  Maraschino cherry,/ingredient/322-Maraschino-cherry,../images/ingredients/Maraschino cherry-Medium.png
163,1 1/2 oz  Gin,/ingredient/2-Gin,../images/ingredients/Gin-Medium.png
163,1 oz  Triple sec,/ingredient/498-Triple-sec,../images/ingredients/Triple sec-Medium.png
163,1 tsp  Lemon juice,/ingredient/293-Lemon-juice,../images/ingredients/Lemon juice-Medium.png
163,1/2 tsp  Grenadine,/ingredient/250-Grenadine,../images/ingredients/Grenadine-Medium.png
163,1  Egg white,/ingredient/192-Egg-white,../images/ingredients/Egg white-Medium.png
164,1 fifth  Everclear,/ingredient/201-Everclear,../images/ingredients/Everclear-Medium.png
164,1 fifth Smirnoff red label  Vodka,/ingredient/1-Vodka,../images/ingredients/Vodka-Medium.png
164,2 L  Mountain Dew,/ingredient/338-Mountain-Dew,../images/ingredients/Mountain Dew-Medium.png
164,2 L  Surge,/ingredient/478-Surge,../images/ingredients/Surge-Medium.png
164,1 small bottle  Lemon juice,/ingredient/293-Lemon-juice,../images/ingredients/Lemon juice-Medium.png
164,1 pint  Rum,/ingredient/3-Rum,../images/ingredients/Rum-Medium.png
165,30 ml white  Sambuca,/ingredient/440-Sambuca,../images/ingredients/Sambuca-Medium.png
165,30 ml  Erin Cream,/ingredient/199-Erin-Cream,../images/ingredients/Erin Cream-Medium.png
165,5 ml  Advocaat,/ingredient/9-Advocaat,../images/ingredients/Advocaat-Medium.png
166,4 cl Gin,/ingredient/2-Gin,../images/ingredients/Gin-Medium.png
166,1.5 cl lemon juice,/ingredient/293-lemon-juice,../images/ingredients/lemon juice-Medium.png
166,1 cl Sugar syrup,/ingredient/475-Sugar-syrup,../images/ingredients/Sugar syrup-Medium.png
166,1.5 cl Creme de Mure,/ingredient/575-Creme-de-Mure,../images/ingredients/Creme de Mure-Medium.png
167,2 scoops  Vanilla ice-cream,/ingredient/503-Vanilla-ice-cream,../images/ingredients/Vanilla ice-cream-Medium.png
167,1 can  Coca-Cola,/ingredient/128-Coca-Cola,../images/ingredients/Coca-Cola-Medium.png
167,2 oz  Bourbon,/ingredient/71-Bourbon,../images/ingredients/Bourbon-Medium.png
168,1 oz  Brandy,/ingredient/74-Brandy,../images/ingredients/Brandy-Medium.png
168,1 oz white  Creme de Cacao,/ingredient/164-Creme-de-Cacao,../images/ingredients/Creme de Cacao-Medium.png
168,1 oz  Light cream,/ingredient/304-Light-cream,../images/ingredients/Light cream-Medium.png
168,Nutmeg,/ingredient/344-Nutmeg,../images/ingredients/Nutmeg-Medium.png
169,1 tsp superfine  Sugar,/ingredient/476-Sugar,../images/ingredients/Sugar-Medium.png
169,3 oz  Club soda,/ingredient/127-Club-soda,../images/ingredients/Club soda-Medium.png
169,1  Lemon,/ingredient/299-Lemon,../images/ingredients/Lemon-Medium.png
169,2 oz  Brandy,/ingredient/74-Brandy,../images/ingredients/Brandy-Medium.png
169,1  Maraschino cherry,/ingredient/322-Maraschino-cherry,../images/ingredients/Maraschino cherry-Medium.png
169,1  Orange,/ingredient/359-Orange,../images/ingredients/Orange-Medium.png
170,2 oz  Brandy,/ingredient/74-Brandy,../images/ingredients/Brandy-Medium.png
170,1 whole  Egg,/ingredient/194-Egg,../images/ingredients/Egg-Medium.png
170,1 tsp superfine  Sugar,/ingredient/476-Sugar,../images/ingredients/Sugar-Medium.png
170,1/2 oz  Light cream,/ingredient/304-Light-cream,../images/ingredients/Light cream-Medium.png
170,1/8 tsp grated  Nutmeg,/ingredient/344-Nutmeg,../images/ingredients/Nutmeg-Medium.png
171,2 oz  Brandy,/ingredient/74-Brandy,../images/ingredients/Brandy-Medium.png
171,Juice of 1/2  Lemon,/ingredient/299-Lemon,../images/ingredients/Lemon-Medium.png
171,1/2 tsp  Powdered sugar,/ingredient/409-Powdered-sugar,../images/ingredients/Powdered sugar-Medium.png
171,1/2 slice  Lemon,/ingredient/299-Lemon,../images/ingredients/Lemon-Medium.png
171,1  Cherry,/ingredient/106-Cherry,../images/ingredients/Cherry-Medium.png
172,1/2 oz  Tequila,/ingredient/4-Tequila,../images/ingredients/Tequila-Medium.png
172,1/2 oz  Tabasco sauce,/ingredient/483-Tabasco-sauce,../images/ingredients/Tabasco sauce-Medium.png
173,4 oz Hot Chocolate,/ingredient/264-Hot-Chocolate,../images/ingredients/Hot Chocolate-Medium.png
173,1 oz Green Chartreuse,/ingredient/245-Green-Chartreuse,../images/ingredients/Green Chartreuse-Medium.png
173,1 oz Cherry Heering,/ingredient/103-Cherry-Heering,../images/ingredients/Cherry Heering-Medium.png
174,1 shot 151 proof rum,/ingredient/571-151-proof-rum,../images/ingredients/151 proof rum-Medium.png
174,1/2 shot Scotch,/ingredient/5-Scotch,../images/ingredients/Scotch-Medium.png
174,3 drops Bitters,/ingredient/56-Bitters,../images/ingredients/Bitters-Medium.png
174,1 Fresh Wormwood,/ingredient/530-Wormwood,../images/ingredients/Wormwood-Medium.png
174,cubes Ice,/ingredient/270-Ice,../images/ingredients/Ice-Medium.png
175,2 oz Rye Whiskey,/ingredient/436-Rye-Whiskey,../images/ingredients/Rye Whiskey-Medium.png
175,1 oz Dry Vermouth,/ingredient/189-Dry-Vermouth,../images/ingredients/Dry Vermouth-Medium.png
175,1/4 oz Maraschino Liqueur,/ingredient/323-Maraschino-Liqueur,../images/ingredients/Maraschino Liqueur-Medium.png
175,3 dashes Angostura Bitters,/ingredient/20-Angostura-Bitters,../images/ingredients/Angostura Bitters-Medium.png
175,1 Maraschino Cherry,/ingredient/322-Maraschino-Cherry,../images/ingredients/Maraschino Cherry-Medium.png
176,Grenadine,/ingredient/250-Grenadine,../images/ingredients/Grenadine-Medium.png
176,Kahlua,/ingredient/282-Kahlua,../images/ingredients/Kahlua-Medium.png
176,Baileys irish cream,/ingredient/43-Baileys-irish-cream,../images/ingredients/Baileys irish cream-Medium.png
177,1/2 oz  Vodka,/ingredient/1-Vodka,../images/ingredients/Vodka-Medium.png
177,1/2 oz  Chambord raspberry liqueur,/ingredient/96-Chambord-raspberry-liqueur,../images/ingredients/Chambord raspberry liqueur-Medium.png
177,1/2 oz  Peachtree schnapps,/ingredient/382-Peachtree-schnapps,../images/ingredients/Peachtree schnapps-Medium.png
177,1/2 oz  Cranberry juice,/ingredient/155-Cranberry-juice,../images/ingredients/Cranberry juice-Medium.png
178,1/4  Vodka,/ingredient/1-Vodka,../images/ingredients/Vodka-Medium.png
178,1/4  Banana liqueur,/ingredient/44-Banana-liqueur,../images/ingredients/Banana liqueur-Medium.png
178,1/4  Orange juice,/ingredient/352-Orange-juice,../images/ingredients/Orange juice-Medium.png
178,1/4  Peach schnapps,/ingredient/379-Peach-schnapps,../images/ingredients/Peach schnapps-Medium.png
179,1  Corona,/ingredient/152-Corona,../images/ingredients/Corona-Medium.png
179,1 shot  Bacardi Limon,/ingredient/39-Bacardi-Limon,../images/ingredients/Bacardi Limon-Medium.png
180,1/3 oz  Baileys irish cream,/ingredient/43-Baileys-irish-cream,../images/ingredients/Baileys irish cream-Medium.png
180,1/3 oz  Kahlua,/ingredient/282-Kahlua,../images/ingredients/Kahlua-Medium.png
180,1/3 oz  Sambuca,/ingredient/440-Sambuca,../images/ingredients/Sambuca-Medium.png
181,2 scoops  Vanilla Ice-Cream,/ingredient/503-Vanilla-Ice-Cream,../images/ingredients/Vanilla Ice-Cream-Medium.png
181,1 part  Butterscotch schnapps,/ingredient/80-Butterscotch-schnapps,../images/ingredients/Butterscotch schnapps-Medium.png
181,full glass  Milk,/ingredient/333-Milk,../images/ingredients/Milk-Medium.png
181,2 parts  Vodka,/ingredient/1-Vodka,../images/ingredients/Vodka-Medium.png
182,50 ml Raspberry Vodka,/ingredient/419-Raspberry-Vodka,../images/ingredients/Raspberry Vodka-Medium.png
182,25 ml Cranberry Juice,/ingredient/155-Cranberry-Juice,../images/ingredients/Cranberry Juice-Medium.png
182,25 ml Lemonade,/ingredient/300-Lemonade,../images/ingredients/Lemonade-Medium.png
182,10 ml Blue Curacao,/ingredient/67-Blue-Curacao,../images/ingredients/Blue Curacao-Medium.png
182,10 ml Sugar Syrup,/ingredient/475-Sugar-Syrup,../images/ingredients/Sugar Syrup-Medium.png
182,Dash Lime Juice,/ingredient/308-Lime-Juice,../images/ingredients/Lime Juice-Medium.png
182,Sprig Mint,/ingredient/337-Mint,../images/ingredients/Mint-Medium.png
183,Coffee,/ingredient/139-Coffee,../images/ingredients/Coffee-Medium.png
183,1/2 oz  Milk,/ingredient/333-Milk,../images/ingredients/Milk-Medium.png
183,1/2 oz  Triple sec,/ingredient/498-Triple-sec,../images/ingredients/Triple sec-Medium.png
183,Brandy,/ingredient/74-Brandy,../images/ingredients/Brandy-Medium.png
184,2 tsp Sugar,/ingredient/476-Sugar,../images/ingredients/Sugar-Medium.png
184,1  Lime,/ingredient/312-Lime,../images/ingredients/Lime-Medium.png
184,2 1/2 oz  Cachaca,/ingredient/81-Cachaca,../images/ingredients/Cachaca-Medium.png
185,2  Lime,/ingredient/312-Lime,../images/ingredients/Lime-Medium.png
185,2 tblsp  Sugar,/ingredient/476-Sugar,../images/ingredients/Sugar-Medium.png
185,2-3 oz  White rum,/ingredient/523-White-rum,../images/ingredients/White rum-Medium.png
185,crushed  Ice,/ingredient/270-Ice,../images/ingredients/Ice-Medium.png
186,2 oz  Blended whiskey,/ingredient/66-Blended-whiskey,../images/ingredients/Blended whiskey-Medium.png
186,Juice of 1  Lemon,/ingredient/299-Lemon,../images/ingredients/Lemon-Medium.png
186,Juice of 1  Lime,/ingredient/312-Lime,../images/ingredients/Lime-Medium.png
186,1 tblsp Powdered sugar,/ingredient/409-Powdered-sugar,../images/ingredients/Powdered sugar-Medium.png
186,1/4 tsp Grenadine,/ingredient/250-Grenadine,../images/ingredients/Grenadine-Medium.png
186,Carbonated water,/ingredient/89-Carbonated-water,../images/ingredients/Carbonated water-Medium.png
187,3/4 oz  Kahlua,/ingredient/282-Kahlua,../images/ingredients/Kahlua-Medium.png
187,3/4 oz  Galliano,/ingredient/223-Galliano,../images/ingredients/Galliano-Medium.png
187,Fill with  Soda water,/ingredient/455-Soda-water,../images/ingredients/Soda water-Medium.png
188,1 bottle  Lager,/ingredient/289-Lager,../images/ingredients/Lager-Medium.png
188,1 1/2 cl  Campari,/ingredient/83-Campari,../images/ingredients/Campari-Medium.png
189,2 shots Rum,/ingredient/3-Rum,../images/ingredients/Rum-Medium.png
189,1 shot Lime Juice,/ingredient/308-Lime-Juice,../images/ingredients/Lime Juice-Medium.png
189,1 shot Egg White,/ingredient/192-Egg-White,../images/ingredients/Egg White-Medium.png
189,1 dash Bitters,/ingredient/56-Bitters,../images/ingredients/Bitters-Medium.png
189,Ground Sugar,/ingredient/476-Sugar,../images/ingredients/Sugar-Medium.png
189,Top Nutmeg,/ingredient/344-Nutmeg,../images/ingredients/Nutmeg-Medium.png
190,1 bottle  Corona,/ingredient/152-Corona,../images/ingredients/Corona-Medium.png
190,1 shot  Light rum,/ingredient/305-Light-rum,../images/ingredients/Light rum-Medium.png
191,3 large  Orange,/ingredient/359-Orange,../images/ingredients/Orange-Medium.png
191,3 cups  Vodka,/ingredient/1-Vodka,../images/ingredients/Vodka-Medium.png
191,1 1/3 cup superfine  Sugar,/ingredient/476-Sugar,../images/ingredients/Sugar-Medium.png
192,2 oz  Light rum,/ingredient/305-Light-rum,../images/ingredients/Light rum-Medium.png
192,1 1/2 tsp  Triple sec,/ingredient/498-Triple-sec,../images/ingredients/Triple sec-Medium.png
192,1 1/2 tsp  Lime juice,/ingredient/308-Lime-juice,../images/ingredients/Lime juice-Medium.png
192,1 1/2 tsp  Maraschino liqueur,/ingredient/323-Maraschino-liqueur,../images/ingredients/Maraschino liqueur-Medium.png
193,2 oz  Gin,/ingredient/2-Gin,../images/ingredients/Gin-Medium.png
193,1/4 tsp  Maraschino liqueur,/ingredient/323-Maraschino-liqueur,../images/ingredients/Maraschino liqueur-Medium.png
193,1/4 tsp  Lemon juice,/ingredient/293-Lemon-juice,../images/ingredients/Lemon juice-Medium.png
193,2 dashes  Orange bitters,/ingredient/350-Orange-bitters,../images/ingredients/Orange bitters-Medium.png
193,1  Cherry,/ingredient/106-Cherry,../images/ingredients/Cherry-Medium.png
194,2 oz  Gin,/ingredient/2-Gin,../images/ingredients/Gin-Medium.png
194,1/2 oz  Lemon juice,/ingredient/293-Lemon-juice,../images/ingredients/Lemon juice-Medium.png
194,1 tsp  Maraschino liqueur,/ingredient/323-Maraschino-liqueur,../images/ingredients/Maraschino liqueur-Medium.png
194,1 dash  Orange bitters,/ingredient/350-Orange-bitters,../images/ingredients/Orange bitters-Medium.png
194,1  Egg yolk,/ingredient/193-Egg-yolk,../images/ingredients/Egg yolk-Medium.png
195,1/2 cup  Cocoa powder,/ingredient/131-Cocoa-powder,../images/ingredients/Cocoa powder-Medium.png
195,1 cup  Sugar,/ingredient/476-Sugar,../images/ingredients/Sugar-Medium.png
195,7 tsp  Cornstarch,/ingredient/151-Cornstarch,../images/ingredients/Cornstarch-Medium.png
195,1/2 cup  Water,/ingredient/513-Water,../images/ingredients/Water-Medium.png
195,1 qt  Milk,/ingredient/333-Milk,../images/ingredients/Milk-Medium.png
196,Chilled  Champagne,/ingredient/97-Champagne,../images/ingredients/Champagne-Medium.png
196,1 piece  Sugar,/ingredient/476-Sugar,../images/ingredients/Sugar-Medium.png
196,2 dashes  Bitters,/ingredient/56-Bitters,../images/ingredients/Bitters-Medium.png
196,1 twist of  Lemon peel,/ingredient/294-Lemon-peel,../images/ingredients/Lemon peel-Medium.png
196,1 dash Cognac,/ingredient/141-Cognac,../images/ingredients/Cognac-Medium.png
197,1 oz Gin,/ingredient/2-Gin,../images/ingredients/Gin-Medium.png
197,1 oz Tequila,/ingredient/4-Tequila,../images/ingredients/Tequila-Medium.png
197,1 oz Vodka,/ingredient/1-Vodka,../images/ingredients/Vodka-Medium.png
197,1 oz White rum,/ingredient/523-White-rum,../images/ingredients/White rum-Medium.png
197,1 oz Triple Sec,/ingredient/498-Triple-Sec,../images/ingredients/Triple Sec-Medium.png
197,1 oz Cherry Grenadine,/ingredient/102-Cherry-Grenadine,../images/ingredients/Cherry Grenadine-Medium.png
197,1 oz Sweet and sour,/ingredient/480-Sweet-and-sour,../images/ingredients/Sweet and sour-Medium.png
197,3 oz Club soda,/ingredient/127-Club-soda,../images/ingredients/Club soda-Medium.png
198,1 1/4 oz  Light rum,/ingredient/305-Light-rum,../images/ingredients/Light rum-Medium.png
198,1 1/2 tsp  Cherry brandy,/ingredient/100-Cherry-brandy,../images/ingredients/Cherry brandy-Medium.png
198,1 tblsp  Light cream,/ingredient/304-Light-cream,../images/ingredients/Light cream-Medium.png
199,1 oz  Light rum,/ingredient/305-Light-rum,../images/ingredients/Light rum-Medium.png
199,1 oz  Port,/ingredient/406-Port,../images/ingredients/Port-Medium.png
199,Juice of 1/2  Lemon,/ingredient/299-Lemon,../images/ingredients/Lemon-Medium.png
199,1 tsp  Powdered sugar,/ingredient/409-Powdered-sugar,../images/ingredients/Powdered sugar-Medium.png
199,1  Egg white,/ingredient/192-Egg-white,../images/ingredients/Egg white-Medium.png
199,Carbonated water,/ingredient/89-Carbonated-water,../images/ingredients/Carbonated water-Medium.png
200,6 cups  Milk,/ingredient/333-Milk,../images/ingredients/Milk-Medium.png
200,3 oz Mexican  Chocolate,/ingredient/116-Chocolate,../images/ingredients/Chocolate-Medium.png
200,1 tsp powdered  Cinnamon,/ingredient/122-Cinnamon,../images/ingredients/Cinnamon-Medium.png
200,3  Egg,/ingredient/194-Egg,../images/ingredients/Egg-Medium.png
201,1 oz  Kahlua,/ingredient/282-Kahlua,../images/ingredients/Kahlua-Medium.png
201,1/2 oz  Vodka,/ingredient/1-Vodka,../images/ingredients/Vodka-Medium.png
201,5 oz  Chocolate ice-cream,/ingredient/112-Chocolate-ice-cream,../images/ingredients/Chocolate ice-cream-Medium.png
202,125 gr Chocolate,/ingredient/116-Chocolate,../images/ingredients/Chocolate-Medium.png
202,3/4 L  Milk,/ingredient/333-Milk,../images/ingredients/Milk-Medium.png
202,Water,/ingredient/513-Water,../images/ingredients/Water-Medium.png
203,1/2 shot  Chocolate liqueur,/ingredient/113-Chocolate-liqueur,../images/ingredients/Chocolate liqueur-Medium.png
203,1/2 shot  Milk,/ingredient/333-Milk,../images/ingredients/Milk-Medium.png
203,1 dash  Amaretto,/ingredient/18-Amaretto,../images/ingredients/Amaretto-Medium.png
204,1 shot  Banana liqueur,/ingredient/44-Banana-liqueur,../images/ingredients/Banana liqueur-Medium.png
204,2 shots  Creme de Cacao,/ingredient/164-Creme-de-Cacao,../images/ingredients/Creme de Cacao-Medium.png
204,2 scoops  Chocolate ice-cream,/ingredient/112-Chocolate-ice-cream,../images/ingredients/Chocolate ice-cream-Medium.png
204,1 oz  Chocolate syrup,/ingredient/115-Chocolate-syrup,../images/ingredients/Chocolate syrup-Medium.png
204,4 oz  Chocolate milk,/ingredient/114-Chocolate-milk,../images/ingredients/Chocolate milk-Medium.png
204,1  Whipped cream,/ingredient/515-Whipped-cream,../images/ingredients/Whipped cream-Medium.png
204,1  Cherry,/ingredient/106-Cherry,../images/ingredients/Cherry-Medium.png
204,1 piece  Banana,/ingredient/47-Banana,../images/ingredients/Banana-Medium.png
205,1 part  Bacardi Limon,/ingredient/39-Bacardi-Limon,../images/ingredients/Bacardi Limon-Medium.png
205,2 parts  Coca-Cola,/ingredient/128-Coca-Cola,../images/ingredients/Coca-Cola-Medium.png
206,2 oz  Brandy,/ingredient/74-Brandy,../images/ingredients/Brandy-Medium.png
206,1/2 oz  Triple sec,/ingredient/498-Triple-sec,../images/ingredients/Triple sec-Medium.png
206,1 tblsp  Lemon juice,/ingredient/293-Lemon-juice,../images/ingredients/Lemon juice-Medium.png
207,3 dashes  Bitters,/ingredient/56-Bitters,../images/ingredients/Bitters-Medium.png
207,1 tsp  Water,/ingredient/513-Water,../images/ingredients/Water-Medium.png
207,1  Sugar,/ingredient/476-Sugar,../images/ingredients/Sugar-Medium.png
207,3 oz  Bourbon,/ingredient/71-Bourbon,../images/ingredients/Bourbon-Medium.png
207,1  Orange,/ingredient/359-Orange,../images/ingredients/Orange-Medium.png
207,1  Maraschino cherry,/ingredient/322-Maraschino-cherry,../images/ingredients/Maraschino cherry-Medium.png
208,1 oz  Sweet Vermouth,/ingredient/482-Sweet-Vermouth,../images/ingredients/Sweet Vermouth-Medium.png
208,1/2 oz  Sloe gin,/ingredient/453-Sloe-gin,../images/ingredients/Sloe gin-Medium.png
208,1/2 oz Muscatel  Wine,/ingredient/528-Wine,../images/ingredients/Wine-Medium.png
209,1 1/2 oz  Gin,/ingredient/2-Gin,../images/ingredients/Gin-Medium.png
209,2 tsp  Grenadine,/ingredient/250-Grenadine,../images/ingredients/Grenadine-Medium.png
209,Juice of 1/2  Lemon,/ingredient/299-Lemon,../images/ingredients/Lemon-Medium.png
209,1  Egg white,/ingredient/192-Egg-white,../images/ingredients/Egg white-Medium.png
210,4 cl Cognac,/ingredient/141-Cognac,../images/ingredients/Cognac-Medium.png
210,100 ml Ginger Beer,/ingredient/229-Ginger-Beer,../images/ingredients/Ginger Beer-Medium.png
210,3 drops Angostura Bitters,/ingredient/20-Angostura-Bitters,../images/ingredients/Angostura Bitters-Medium.png
210,1 Lemon Peel,/ingredient/294-Lemon-Peel,../images/ingredients/Lemon Peel-Medium.png
211,10 tblsp instant  Coffee,/ingredient/139-Coffee,../images/ingredients/Coffee-Medium.png
211,4 tblsp  Vanilla extract,/ingredient/502-Vanilla-extract,../images/ingredients/Vanilla extract-Medium.png
211,2 1/2 cups  Sugar,/ingredient/476-Sugar,../images/ingredients/Sugar-Medium.png
211,1 qt  Vodka,/ingredient/1-Vodka,../images/ingredients/Vodka-Medium.png
211,2 1/2 cups  Water,/ingredient/513-Water,../images/ingredients/Water-Medium.png
212,2 cups  Water,/ingredient/513-Water,../images/ingredients/Water-Medium.png
212,2 cups white  Sugar,/ingredient/476-Sugar,../images/ingredients/Sugar-Medium.png
212,1/2 cup instant  Coffee,/ingredient/139-Coffee,../images/ingredients/Coffee-Medium.png
212,1/2 Vanilla,/ingredient/508-Vanilla,../images/ingredients/Vanilla-Medium.png
212,1 1/2 cup Vodka,/ingredient/1-Vodka,../images/ingredients/Vodka-Medium.png
212,Caramel coloring,/ingredient/87-Caramel-coloring,../images/ingredients/Caramel coloring-Medium.png
213,1 dl  Coca-Cola,/ingredient/128-Coca-Cola,../images/ingredients/Coca-Cola-Medium.png
213,7 drops  Lemon juice,/ingredient/293-Lemon-juice,../images/ingredients/Lemon juice-Medium.png
214,1/2 Lime,/ingredient/312-Lime,../images/ingredients/Lime-Medium.png
214,1/3 oz Falernum,/ingredient/563-Falernum,../images/ingredients/Falernum-Medium.png
214,2 dashes Angostura Bitters,/ingredient/20-Angostura-Bitters,../images/ingredients/Angostura Bitters-Medium.png
214,1 oz Añejo rum,/ingredient/37-Añejo-rum,../images/ingredients/Añejo rum-Medium.png
214,1 oz blackstrap rum,/ingredient/566-blackstrap-rum,../images/ingredients/blackstrap rum-Medium.png
215,3/4 oz Gin,/ingredient/2-Gin,../images/ingredients/Gin-Medium.png
215,3/4 oz Triple Sec,/ingredient/498-Triple-Sec,../images/ingredients/Triple Sec-Medium.png
215,3/4 oz Lillet Blanc,/ingredient/539-Lillet-Blanc,../images/ingredients/Lillet Blanc-Medium.png
215,3/4 oz Lemon Juice,/ingredient/293-Lemon-Juice,../images/ingredients/Lemon Juice-Medium.png
215,1 dash Absinthe,/ingredient/573-Absinthe,../images/ingredients/Absinthe-Medium.png
216,1 1/4 oz  Vodka,/ingredient/1-Vodka,../images/ingredients/Vodka-Medium.png
216,1/4 oz  Lime juice,/ingredient/308-Lime-juice,../images/ingredients/Lime juice-Medium.png
216,1/4 oz  Cointreau,/ingredient/142-Cointreau,../images/ingredients/Cointreau-Medium.png
216,1/4 cup  Cranberry juice,/ingredient/155-Cranberry-juice,../images/ingredients/Cranberry juice-Medium.png
217,1/2 oz  Cointreau,/ingredient/142-Cointreau,../images/ingredients/Cointreau-Medium.png
217,1 oz  Vodka,/ingredient/1-Vodka,../images/ingredients/Vodka-Medium.png
217,Juice of 1/2  Lime,/ingredient/312-Lime,../images/ingredients/Lime-Medium.png
217,1 splash  Cranberry juice,/ingredient/155-Cranberry-juice,../images/ingredients/Cranberry juice-Medium.png
218,1/2 kg chopped  Cranberries,/ingredient/154-Cranberries,../images/ingredients/Cranberries-Medium.png
218,3/4 L  Sugar,/ingredient/476-Sugar,../images/ingredients/Sugar-Medium.png
218,1/2 L  Light rum,/ingredient/305-Light-rum,../images/ingredients/Light rum-Medium.png
219,4 cups  Cranberry juice,/ingredient/155-Cranberry-juice,../images/ingredients/Cranberry juice-Medium.png
219,1 1/2 cup  Sugar,/ingredient/476-Sugar,../images/ingredients/Sugar-Medium.png
219,4 cups  Pineapple juice,/ingredient/393-Pineapple-juice,../images/ingredients/Pineapple juice-Medium.png
219,1 tblsp  Almond flavoring,/ingredient/16-Almond-flavoring,../images/ingredients/Almond flavoring-Medium.png
219,2 qt  Ginger ale,/ingredient/228-Ginger-ale,../images/ingredients/Ginger ale-Medium.png
220,1 oz  Spiced rum,/ingredient/464-Spiced-rum,../images/ingredients/Spiced rum-Medium.png
220,Ginger ale,/ingredient/228-Ginger-ale,../images/ingredients/Ginger ale-Medium.png
221,8 cups  Sugar,/ingredient/476-Sugar,../images/ingredients/Sugar-Medium.png
221,6 cups  Water,/ingredient/513-Water,../images/ingredients/Water-Medium.png
221,1 pint  Grain alcohol,/ingredient/237-Grain-alcohol,../images/ingredients/Grain alcohol-Medium.png
221,1 oz pure  Peppermint extract,/ingredient/387-Peppermint-extract,../images/ingredients/Peppermint extract-Medium.png
221,1 tblsp green  Food coloring,/ingredient/210-Food-coloring,../images/ingredients/Food coloring-Medium.png
222,1-2 shot  Dark rum,/ingredient/179-Dark-rum,../images/ingredients/Dark rum-Medium.png
222,Squeeze  Lime,/ingredient/312-Lime,../images/ingredients/Lime-Medium.png
222,Fill with  Coca-Cola,/ingredient/128-Coca-Cola,../images/ingredients/Coca-Cola-Medium.png
222,Ice,/ingredient/270-Ice,../images/ingredients/Ice-Medium.png
223,2 oz  Light rum,/ingredient/305-Light-rum,../images/ingredients/Light rum-Medium.png
223,Juice of 1/2  Lime,/ingredient/312-Lime,../images/ingredients/Lime-Medium.png
223,Coca-Cola,/ingredient/128-Coca-Cola,../images/ingredients/Coca-Cola-Medium.png
224,1 1/2 oz  Light rum,/ingredient/305-Light-rum,../images/ingredients/Light rum-Medium.png
224,Juice of 1/2  Lime,/ingredient/312-Lime,../images/ingredients/Lime-Medium.png
224,1 tsp  Powdered sugar,/ingredient/409-Powdered-sugar,../images/ingredients/Powdered sugar-Medium.png
225,0.75 oz  Whiskey,/ingredient/600-Whiskey,../images/ingredients/Whiskey-Medium.png
225,0.25 oz  Hot Damn,/ingredient/265-Hot-Damn,../images/ingredients/Hot Damn-Medium.png
226,3 parts  Coffee,/ingredient/139-Coffee,../images/ingredients/Coffee-Medium.png
226,1 part  Everclear,/ingredient/201-Everclear,../images/ingredients/Everclear-Medium.png
227,5 cl Dark Rum,/ingredient/179-Dark-Rum,../images/ingredients/Dark Rum-Medium.png
227,10 cl Ginger Beer,/ingredient/229-Ginger-Beer,../images/ingredients/Ginger Beer-Medium.png
228,2 tsp  demerara Sugar,/ingredient/181-demerara-Sugar,../images/ingredients/demerara Sugar-Medium.png
228,1 Lime,/ingredient/312-Lime,../images/ingredients/Lime-Medium.png
228,2 1/2 oz Cachaca,/ingredient/81-Cachaca,../images/ingredients/Cachaca-Medium.png
