id,ingredient_name,ingredient_link,ingredient_image
293,2  Strawberries,/ingredient/470-Strawberries,../images/ingredients/Strawberries-Medium.png
293,Carbonated water,/ingredient/89-Carbonated-water,../images/ingredients/Carbonated water-Medium.png
294,1 1/2 oz  Lime juice,/ingredient/308-Lime-juice,../images/ingredients/Lime juice-Medium.png
294,1 tsp superfine  Sugar,/ingredient/476-Sugar,../images/ingredients/Sugar-Medium.png
294,2 oz  Gin,/ingredient/2-Gin,../images/ingredients/Gin-Medium.png
294,1 dash  Bitters,/ingredient/56-Bitters,../images/ingredients/Bitters-Medium.png
294,3 oz  Club soda,/ingredient/127-Club-soda,../images/ingredients/Club soda-Medium.png
295,2 oz  Gin,/ingredient/2-Gin,../images/ingredients/Gin-Medium.png
295,2 tsp  Water,/ingredient/513-Water,../images/ingredients/Water-Medium.png
295,1/2 tsp  Powdered sugar,/ingredient/409-Powdered-sugar,../images/ingredients/Powdered sugar-Medium.png
295,1 twist of  Lemon peel,/ingredient/294-Lemon-peel,../images/ingredients/Lemon peel-Medium.png
296,4 cl Gin,/ingredient/2-Gin,../images/ingredients/Gin-Medium.png
296,10 cl Tonic Water,/ingredient/497-Tonic-Water,../images/ingredients/Tonic Water-Medium.png
296,1 Slice Lemon Peel,/ingredient/294-Lemon-Peel,../images/ingredients/Lemon Peel-Medium.png
296,cubes Ice,/ingredient/270-Ice,../images/ingredients/Ice-Medium.png
297,25 ml Cachaca,/ingredient/81-Cachaca,../images/ingredients/Cachaca-Medium.png
297,15 ml Lemon Juice,/ingredient/293-Lemon-Juice,../images/ingredients/Lemon Juice-Medium.png
297,10 ml Agave Syrup,/ingredient/12-Agave-Syrup,../images/ingredients/Agave Syrup-Medium.png
297,top up with Champagne,/ingredient/97-Champagne,../images/ingredients/Champagne-Medium.png
298,1 L  Red wine,/ingredient/425-Red-wine,../images/ingredients/Red wine-Medium.png
298,125 ml  Water,/ingredient/513-Water,../images/ingredients/Water-Medium.png
298,60 gr  Sugar,/ingredient/476-Sugar,../images/ingredients/Sugar-Medium.png
298,1  Cinnamon,/ingredient/122-Cinnamon,../images/ingredients/Cinnamon-Medium.png
298,3  Cloves,/ingredient/126-Cloves,../images/ingredients/Cloves-Medium.png
298,1 tblsp  Lemon peel,/ingredient/294-Lemon-peel,../images/ingredients/Lemon peel-Medium.png
299,1 oz  Vodka,/ingredient/1-Vodka,../images/ingredients/Vodka-Medium.png
299,1 oz  Amaretto,/ingredient/18-Amaretto,../images/ingredients/Amaretto-Medium.png
299,1 oz  Heavy cream,/ingredient/259-Heavy-cream,../images/ingredients/Heavy cream-Medium.png
300,1 1/2 oz  Scotch,/ingredient/5-Scotch,../images/ingredients/Scotch-Medium.png
300,3/4 oz  Amaretto,/ingredient/18-Amaretto,../images/ingredients/Amaretto-Medium.png
301,1 1/2 oz  Vodka,/ingredient/1-Vodka,../images/ingredients/Vodka-Medium.png
301,3/4 oz  Amaretto,/ingredient/18-Amaretto,../images/ingredients/Amaretto-Medium.png
302,2 parts Galliano,/ingredient/223-Galliano,../images/ingredients/Galliano-Medium.png
302,2 parts Triple Sec,/ingredient/498-Triple-Sec,../images/ingredients/Triple Sec-Medium.png
302,2 parts orange juice,/ingredient/352-orange-juice,../images/ingredients/orange juice-Medium.png
302,1 part Cream,/ingredient/161-Cream,../images/ingredients/Cream-Medium.png
303,1 1/2 cl  Malibu rum,/ingredient/315-Malibu-rum,../images/ingredients/Malibu rum-Medium.png
303,1 1/2 cl  Peach schnapps,/ingredient/379-Peach-schnapps,../images/ingredients/Peach schnapps-Medium.png
303,1 1/2 cl  Blue Curacao,/ingredient/67-Blue-Curacao,../images/ingredients/Blue Curacao-Medium.png
303,3 cl  Sweet and sour,/ingredient/480-Sweet-and-sour,../images/ingredients/Sweet and sour-Medium.png
304,1 cup  Grapes,/ingredient/243-Grapes,../images/ingredients/Grapes-Medium.png
304,1/4  Lemon,/ingredient/299-Lemon,../images/ingredients/Lemon-Medium.png
304,1/2  Pineapple,/ingredient/397-Pineapple,../images/ingredients/Pineapple-Medium.png
305,1 1/2 oz  Gin,/ingredient/2-Gin,../images/ingredients/Gin-Medium.png
305,1 oz  Triple sec,/ingredient/498-Triple-sec,../images/ingredients/Triple sec-Medium.png
305,1 oz  Pineapple juice,/ingredient/393-Pineapple-juice,../images/ingredients/Pineapple juice-Medium.png
305,1/2 tsp  Grenadine,/ingredient/250-Grenadine,../images/ingredients/Grenadine-Medium.png
305,1  Pineapple,/ingredient/397-Pineapple,../images/ingredients/Pineapple-Medium.png
306,3/4 oz  Green Creme de Menthe,/ingredient/246-Green-Creme-de-Menthe,../images/ingredients/Green Creme de Menthe-Medium.png
306,3/4 oz white  Creme de Cacao,/ingredient/164-Creme-de-Cacao,../images/ingredients/Creme de Cacao-Medium.png
306,3/4 oz  Light cream,/ingredient/304-Light-cream,../images/ingredients/Light cream-Medium.png
307,1/2 pint hard  Cider,/ingredient/120-Cider,../images/ingredients/Cider-Medium.png
307,1/2 pint  Lager,/ingredient/289-Lager,../images/ingredients/Lager-Medium.png
307,1 shot  Blue Curacao,/ingredient/67-Blue-Curacao,../images/ingredients/Blue Curacao-Medium.png
308,1 1/2 oz Vodka,/ingredient/1-Vodka,../images/ingredients/Vodka-Medium.png
308,3 oz Grapefruit Juice,/ingredient/242-Grapefruit-Juice,../images/ingredients/Grapefruit Juice-Medium.png
309,1 oz  Kahlua,/ingredient/282-Kahlua,../images/ingredients/Kahlua-Medium.png
309,1 oz Bacardi  151 proof rum,/ingredient/571-151-proof-rum,../images/ingredients/151 proof rum-Medium.png
309,1 dash  Grenadine,/ingredient/250-Grenadine,../images/ingredients/Grenadine-Medium.png
310,1 part  Amaretto,/ingredient/18-Amaretto,../images/ingredients/Amaretto-Medium.png
310,1 part  Jägermeister,/ingredient/278-Jägermeister,../images/ingredients/Jägermeister-Medium.png
310,1 part  Kahlua,/ingredient/282-Kahlua,../images/ingredients/Kahlua-Medium.png
310,2 1/2 parts  Milk,/ingredient/333-Milk,../images/ingredients/Milk-Medium.png
311,4 cl  Whisky,/ingredient/601-Whisky,../images/ingredients/Whisky-Medium.png
311,8 cl  Baileys irish cream,/ingredient/43-Baileys-irish-cream,../images/ingredients/Baileys irish cream-Medium.png
311,Coffee,/ingredient/139-Coffee,../images/ingredients/Coffee-Medium.png
312,1 bottle Cherry Juice,/ingredient/104-Cherry-Juice,../images/ingredients/Cherry Juice-Medium.png
312,3 Orange Peel,/ingredient/354-Orange-Peel,../images/ingredients/Orange Peel-Medium.png
312,1 Red Chili Flakes,/ingredient/422-Red-Chili-Flakes,../images/ingredients/Red Chili Flakes-Medium.png
312,10 Cloves,/ingredient/126-Cloves,../images/ingredients/Cloves-Medium.png
312,6 Ginger,/ingredient/230-Ginger,../images/ingredients/Ginger-Medium.png
312,20 cl Vodka,/ingredient/1-Vodka,../images/ingredients/Vodka-Medium.png
313,1 1/2 cl  Spiced rum,/ingredient/464-Spiced-rum,../images/ingredients/Spiced rum-Medium.png
313,Ginger ale,/ingredient/228-Ginger-ale,../images/ingredients/Ginger ale-Medium.png
313,Lime,/ingredient/312-Lime,../images/ingredients/Lime-Medium.png
313,Ice,/ingredient/270-Ice,../images/ingredients/Ice-Medium.png
314,1 oz  Vodka,/ingredient/1-Vodka,../images/ingredients/Vodka-Medium.png
314,1/2 oz  Galliano,/ingredient/223-Galliano,../images/ingredients/Galliano-Medium.png
314,4 oz  Orange juice,/ingredient/352-Orange-juice,../images/ingredients/Orange juice-Medium.png
315,1 oz  Light rum,/ingredient/305-Light-rum,../images/ingredients/Light rum-Medium.png
315,1 oz  Pineapple juice,/ingredient/393-Pineapple-juice,../images/ingredients/Pineapple juice-Medium.png
315,1 tsp  Lemon juice,/ingredient/293-Lemon-juice,../images/ingredients/Lemon juice-Medium.png
316,2 oz  Gin,/ingredient/2-Gin,../images/ingredients/Gin-Medium.png
316,1/2 oz  Triple sec,/ingredient/498-Triple-sec,../images/ingredients/Triple sec-Medium.png
316,1 tblsp  Pineapple juice,/ingredient/393-Pineapple-juice,../images/ingredients/Pineapple juice-Medium.png
317,12 parts Rum,/ingredient/3-Rum,../images/ingredients/Rum-Medium.png
317,8 parts Grapefruit Juice,/ingredient/242-Grapefruit-Juice,../images/ingredients/Grapefruit Juice-Medium.png
317,3 parts Maraschino Liqueur,/ingredient/323-Maraschino-Liqueur,../images/ingredients/Maraschino Liqueur-Medium.png
317,3 parts Lime Juice,/ingredient/308-Lime-Juice,../images/ingredients/Lime Juice-Medium.png
318,5 shots  Hot Damn,/ingredient/265-Hot-Damn,../images/ingredients/Hot Damn-Medium.png
318,very sweet  Tea,/ingredient/486-Tea,../images/ingredients/Tea-Medium.png
319,1 1/2 oz  Scotch,/ingredient/5-Scotch,../images/ingredients/Scotch-Medium.png
319,3/4 oz  Sweet Vermouth,/ingredient/482-Sweet-Vermouth,../images/ingredients/Sweet Vermouth-Medium.png
319,2 dashes  Orange bitters,/ingredient/350-Orange-bitters,../images/ingredients/Orange bitters-Medium.png
319,1  Olive,/ingredient/347-Olive,../images/ingredients/Olive-Medium.png
320,Grape juice,/ingredient/240-Grape-juice,../images/ingredients/Grape juice-Medium.png
320,", orange
 Carbonated soft drink",/ingredient/88-Carbonated-soft-drink,../images/ingredients/Carbonated soft drink-Medium.png
320,Sherbet,/ingredient/448-Sherbet,../images/ingredients/Sherbet-Medium.png
320,Sherbet,/ingredient/448-Sherbet,../images/ingredients/Sherbet-Medium.png
321,2 1/2 cups  Sugar,/ingredient/476-Sugar,../images/ingredients/Sugar-Medium.png
321,1 cup  Corn syrup,/ingredient/149-Corn-syrup,../images/ingredients/Corn syrup-Medium.png
321,1 1/2 oz instant  Coffee,/ingredient/139-Coffee,../images/ingredients/Coffee-Medium.png
321,2 oz  Vanilla extract,/ingredient/502-Vanilla-extract,../images/ingredients/Vanilla extract-Medium.png
321,3 cups boiling  Water,/ingredient/513-Water,../images/ingredients/Water-Medium.png
321,1 fifth  Vodka,/ingredient/1-Vodka,../images/ingredients/Vodka-Medium.png
322,6 cl White Rum,/ingredient/523-White-Rum,../images/ingredients/White Rum-Medium.png
322,2 cl Honey,/ingredient/260-Honey,../images/ingredients/Honey-Medium.png
322,2 cl Lemon Juice,/ingredient/293-Lemon-Juice,../images/ingredients/Lemon Juice-Medium.png
323,1 long strip  Lemon peel,/ingredient/294-Lemon-peel,../images/ingredients/Lemon peel-Medium.png
323,2 oz  Brandy,/ingredient/74-Brandy,../images/ingredients/Brandy-Medium.png
323,5 oz  Ginger ale,/ingredient/228-Ginger-ale,../images/ingredients/Ginger ale-Medium.png
323,2 dashes  Bitters,/ingredient/56-Bitters,../images/ingredients/Bitters-Medium.png
324,12 oz fine  Chocolate,/ingredient/116-Chocolate,../images/ingredients/Chocolate-Medium.png
324,1 tsp  Butter,/ingredient/79-Butter,../images/ingredients/Butter-Medium.png
324,1/2 tsp  Vanilla extract,/ingredient/502-Vanilla-extract,../images/ingredients/Vanilla extract-Medium.png
324,1 cup  Half-and-half,/ingredient/256-Half-and-half,../images/ingredients/Half-and-half-Medium.png
324,mini  Marshmallows,/ingredient/326-Marshmallows,../images/ingredients/Marshmallows-Medium.png
325,1 shot  Irish whiskey,/ingredient/273-Irish-whiskey,../images/ingredients/Irish whiskey-Medium.png
325,3/4 shot  Baileys irish cream,/ingredient/43-Baileys-irish-cream,../images/ingredients/Baileys irish cream-Medium.png
325,6 oz hot  Coffee,/ingredient/139-Coffee,../images/ingredients/Coffee-Medium.png
326,50 ml Whiskey,/ingredient/600-Whiskey,../images/ingredients/Whiskey-Medium.png
326,15 ml Honey,/ingredient/260-Honey,../images/ingredients/Honey-Medium.png
326,1 Cinnamon,/ingredient/122-Cinnamon,../images/ingredients/Cinnamon-Medium.png
326,1 lemon,/ingredient/299-lemon,../images/ingredients/lemon-Medium.png
326,2 Cloves,/ingredient/126-Cloves,../images/ingredients/Cloves-Medium.png
327,25 ml Vermouth,/ingredient/510-Vermouth,../images/ingredients/Vermouth-Medium.png
327,15 ml Maraschino Cherry,/ingredient/322-Maraschino-Cherry,../images/ingredients/Maraschino Cherry-Medium.png
327,10 ml Sugar Syrup,/ingredient/475-Sugar-Syrup,../images/ingredients/Sugar Syrup-Medium.png
327,100 ml Lemonade,/ingredient/300-Lemonade,../images/ingredients/Lemonade-Medium.png
327,2 Blackberries,/ingredient/60-Blackberries,../images/ingredients/Blackberries-Medium.png
328,1 1/2 oz  Vodka,/ingredient/1-Vodka,../images/ingredients/Vodka-Medium.png
328,6 oz  Iced tea,/ingredient/271-Iced-tea,../images/ingredients/Iced tea-Medium.png
328,"to taste
 Lemon juice",/ingredient/293-Lemon-juice,../images/ingredients/Lemon juice-Medium.png
329,1/4 cup instant  Coffee,/ingredient/139-Coffee,../images/ingredients/Coffee-Medium.png
329,1/4 cup  Sugar,/ingredient/476-Sugar,../images/ingredients/Sugar-Medium.png
329,1/4 cup hot  Water,/ingredient/513-Water,../images/ingredients/Water-Medium.png
329,4 cups cold  Milk,/ingredient/333-Milk,../images/ingredients/Milk-Medium.png
330,2 tsp  Kahlua,/ingredient/282-Kahlua,../images/ingredients/Kahlua-Medium.png
330,Strong cold  Coffee,/ingredient/139-Coffee,../images/ingredients/Coffee-Medium.png
331,4 cl  Lime juice,/ingredient/308-Lime-juice,../images/ingredients/Lime juice-Medium.png
331,2 cl  Gin,/ingredient/2-Gin,../images/ingredients/Gin-Medium.png
331,4 cl  Aperol,/ingredient/24-Aperol,../images/ingredients/Aperol-Medium.png
332,1/2 oz  Light rum,/ingredient/305-Light-rum,../images/ingredients/Light rum-Medium.png
332,1 1/2 oz  Blended whiskey,/ingredient/66-Blended-whiskey,../images/ingredients/Blended whiskey-Medium.png
332,Juice of 1/2  Lemon,/ingredient/299-Lemon,../images/ingredients/Lemon-Medium.png
332,1 tsp  Powdered sugar,/ingredient/409-Powdered-sugar,../images/ingredients/Powdered sugar-Medium.png
332,Carbonated water,/ingredient/89-Carbonated-water,../images/ingredients/Carbonated water-Medium.png
333,½ Lime,/ingredient/312-Lime,../images/ingredients/Lime-Medium.png
333,2 tsp Brown sugar,/ingredient/77-Brown-sugar,../images/ingredients/Brown sugar-Medium.png
333,4 cl Passion fruit juice,/ingredient/372-Passion-fruit-juice,../images/ingredients/Passion fruit juice-Medium.png
333,top up with Ginger ale,/ingredient/228-Ginger-ale,../images/ingredients/Ginger ale-Medium.png
333,fill Ice,/ingredient/270-Ice,../images/ingredients/Ice-Medium.png
334,1 1/2 oz  Irish whiskey,/ingredient/273-Irish-whiskey,../images/ingredients/Irish whiskey-Medium.png
334,8 oz  Coffee,/ingredient/139-Coffee,../images/ingredients/Coffee-Medium.png
334,1 tsp  Sugar,/ingredient/476-Sugar,../images/ingredients/Sugar-Medium.png
334,1 tblsp  Whipped cream,/ingredient/515-Whipped-cream,../images/ingredients/Whipped cream-Medium.png
335,1 cup  Scotch,/ingredient/5-Scotch,../images/ingredients/Scotch-Medium.png
335,1 1/4 cup  Half-and-half,/ingredient/256-Half-and-half,../images/ingredients/Half-and-half-Medium.png
335,1 can sweetened  Condensed milk,/ingredient/145-Condensed-milk,../images/ingredients/Condensed milk-Medium.png
335,3 drops  Coconut syrup,/ingredient/136-Coconut-syrup,../images/ingredients/Coconut syrup-Medium.png
335,1 tblsp  Chocolate syrup,/ingredient/115-Chocolate-syrup,../images/ingredients/Chocolate syrup-Medium.png
336,3/4 oz  Baileys irish cream,/ingredient/43-Baileys-irish-cream,../images/ingredients/Baileys irish cream-Medium.png
336,3/4 oz  Bourbon,/ingredient/71-Bourbon,../images/ingredients/Bourbon-Medium.png
336,3/4 oz  Vodka,/ingredient/1-Vodka,../images/ingredients/Vodka-Medium.png
336,2-3 oz  Orange juice,/ingredient/352-Orange-juice,../images/ingredients/Orange juice-Medium.png
337,1 shot  Vodka,/ingredient/1-Vodka,../images/ingredients/Vodka-Medium.png
337,1 shot  Kahlua,/ingredient/282-Kahlua,../images/ingredients/Kahlua-Medium.png
337,1 dash  Coca-Cola,/ingredient/128-Coca-Cola,../images/ingredients/Coca-Cola-Medium.png
337,Fill with  Guinness stout,/ingredient/254-Guinness-stout,../images/ingredients/Guinness stout-Medium.png
338,1 oz  Irish whiskey,/ingredient/273-Irish-whiskey,../images/ingredients/Irish whiskey-Medium.png
338,1/2 oz  Peach brandy,/ingredient/375-Peach-brandy,../images/ingredients/Peach brandy-Medium.png
338,1 oz  Orange juice,/ingredient/352-Orange-juice,../images/ingredients/Orange juice-Medium.png
338,1 oz  Sweet and sour,/ingredient/480-Sweet-and-sour,../images/ingredients/Sweet and sour-Medium.png
338,1 slice  Orange,/ingredient/359-Orange,../images/ingredients/Orange-Medium.png
338,1  Cherry,/ingredient/106-Cherry,../images/ingredients/Cherry-Medium.png
339,1 1/2 oz  Apple brandy,/ingredient/26-Apple-brandy,../images/ingredients/Apple brandy-Medium.png
339,1 tsp  Grenadine,/ingredient/250-Grenadine,../images/ingredients/Grenadine-Medium.png
339,Juice of 1/2  Lime,/ingredient/312-Lime,../images/ingredients/Lime-Medium.png
340,4-5  Ice,/ingredient/270-Ice,../images/ingredients/Ice-Medium.png
340,2 oz  Tennessee whiskey,/ingredient/487-Tennessee-whiskey,../images/ingredients/Tennessee whiskey-Medium.png
340,1 tsp  Vanilla extract,/ingredient/502-Vanilla-extract,../images/ingredients/Vanilla extract-Medium.png
340,10-12 oz  Coca-Cola,/ingredient/128-Coca-Cola,../images/ingredients/Coca-Cola-Medium.png
341,1 oz  Jack Daniels,/ingredient/275-Jack-Daniels,../images/ingredients/Jack Daniels-Medium.png
341,1 oz  Amaretto,/ingredient/18-Amaretto,../images/ingredients/Amaretto-Medium.png
342,2/3 oz Baileys irish cream,/ingredient/43-Baileys-irish-cream,../images/ingredients/Baileys irish cream-Medium.png
342,1/3 oz Chambord raspberry liqueur,/ingredient/96-Chambord-raspberry-liqueur,../images/ingredients/Chambord raspberry liqueur-Medium.png
342,1 tsp Sugar syrup,/ingredient/475-Sugar-syrup,../images/ingredients/Sugar syrup-Medium.png
342,2 pinches Sugar,/ingredient/476-Sugar,../images/ingredients/Sugar-Medium.png
343,1 shot  Coffee liqueur,/ingredient/138-Coffee-liqueur,../images/ingredients/Coffee liqueur-Medium.png
343,1 shot Jamaican  Light rum,/ingredient/305-Light-rum,../images/ingredients/Light rum-Medium.png
343,cubes Ice,/ingredient/270-Ice,../images/ingredients/Ice-Medium.png
343,Milk,/ingredient/333-Milk,../images/ingredients/Milk-Medium.png
344,1/6 glass  Rum,/ingredient/3-Rum,../images/ingredients/Rum-Medium.png
344,1/6 glass strong black  Coffee,/ingredient/139-Coffee,../images/ingredients/Coffee-Medium.png
344,1/2 glass cold  Water,/ingredient/513-Water,../images/ingredients/Water-Medium.png
344,Whipped cream,/ingredient/515-Whipped-cream,../images/ingredients/Whipped cream-Medium.png
345,1 1/2 oz  Blended whiskey,/ingredient/66-Blended-whiskey,../images/ingredients/Blended whiskey-Medium.png
345,Juice of 1/2  Lemon,/ingredient/299-Lemon,../images/ingredients/Lemon-Medium.png
345,1 tsp  Powdered sugar,/ingredient/409-Powdered-sugar,../images/ingredients/Powdered sugar-Medium.png
345,1 tblsp Port,/ingredient/406-Port,../images/ingredients/Port-Medium.png
345,1  Egg white,/ingredient/192-Egg-white,../images/ingredients/Egg white-Medium.png
345,Carbonated water,/ingredient/89-Carbonated-water,../images/ingredients/Carbonated water-Medium.png
346,2 cups  Vodka,/ingredient/1-Vodka,../images/ingredients/Vodka-Medium.png
346,3 packages  Jello,/ingredient/276-Jello,../images/ingredients/Jello-Medium.png
346,3 cups  Water,/ingredient/513-Water,../images/ingredients/Water-Medium.png
347,1 oz  Blackberry brandy,/ingredient/61-Blackberry-brandy,../images/ingredients/Blackberry brandy-Medium.png
347,1 oz  Anis,/ingredient/21-Anis,../images/ingredients/Anis-Medium.png
348,1 1/2 oz  Gin,/ingredient/2-Gin,../images/ingredients/Gin-Medium.png
348,1/2 oz  Green Chartreuse,/ingredient/245-Green-Chartreuse,../images/ingredients/Green Chartreuse-Medium.png
348,1/2 oz  Yellow Chartreuse,/ingredient/532-Yellow-Chartreuse,../images/ingredients/Yellow Chartreuse-Medium.png
349,2 jiggers  Gin,/ingredient/2-Gin,../images/ingredients/Gin-Medium.png
349,1 jigger  Vodka,/ingredient/1-Vodka,../images/ingredients/Vodka-Medium.png
349,3 dashes  Grenadine,/ingredient/250-Grenadine,../images/ingredients/Grenadine-Medium.png
349,1 shot  Lime juice,/ingredient/308-Lime-juice,../images/ingredients/Lime juice-Medium.png
349,Around rim put 1 pinch  Sugar,/ingredient/476-Sugar,../images/ingredients/Sugar-Medium.png
349,3 dashes  Sugar syrup,/ingredient/475-Sugar-syrup,../images/ingredients/Sugar syrup-Medium.png
349,Fill to top with  Soda water,/ingredient/455-Soda-water,../images/ingredients/Soda water-Medium.png
350,2 oz  Bourbon,/ingredient/71-Bourbon,../images/ingredients/Bourbon-Medium.png
350,1 oz  Lemon juice,/ingredient/293-Lemon-juice,../images/ingredients/Lemon juice-Medium.png
350,1 tsp superfine  Sugar,/ingredient/476-Sugar,../images/ingredients/Sugar-Medium.png
350,3 oz  Club soda,/ingredient/127-Club-soda,../images/ingredients/Club soda-Medium.png
350,1  Maraschino cherry,/ingredient/322-Maraschino-cherry,../images/ingredients/Maraschino cherry-Medium.png
350,1  Orange,/ingredient/359-Orange,../images/ingredients/Orange-Medium.png
351,2 cups  Milk,/ingredient/333-Milk,../images/ingredients/Milk-Medium.png
351,Chocolate syrup,/ingredient/115-Chocolate-syrup,../images/ingredients/Chocolate syrup-Medium.png
351,Mint syrup,/ingredient/336-Mint-syrup,../images/ingredients/Mint syrup-Medium.png
352,1 oz  Vodka,/ingredient/1-Vodka,../images/ingredients/Vodka-Medium.png
352,1 oz  Triple sec,/ingredient/498-Triple-sec,../images/ingredients/Triple sec-Medium.png
352,1 oz  Lime juice,/ingredient/308-Lime-juice,../images/ingredients/Lime juice-Medium.png
353,1 part  Coffee,/ingredient/139-Coffee,../images/ingredients/Coffee-Medium.png
353,2 parts  Grain alcohol,/ingredient/237-Grain-alcohol,../images/ingredients/Grain alcohol-Medium.png
354,2 oz  Bourbon,/ingredient/71-Bourbon,../images/ingredients/Bourbon-Medium.png
354,1/2 oz  Benedictine,/ingredient/53-Benedictine,../images/ingredients/Benedictine-Medium.png
355,3 oz  Bourbon,/ingredient/71-Bourbon,../images/ingredients/Bourbon-Medium.png
355,1/2 oz  Benedictine,/ingredient/53-Benedictine,../images/ingredients/Benedictine-Medium.png
355,1 twist of  Lemon peel,/ingredient/294-Lemon-peel,../images/ingredients/Lemon peel-Medium.png
356,1 inch  Ginger,/ingredient/230-Ginger,../images/ingredients/Ginger-Medium.png
356,1/4  Lemon,/ingredient/299-Lemon,../images/ingredients/Lemon-Medium.png
356,1 cup hot  Water,/ingredient/513-Water,../images/ingredients/Water-Medium.png
357,1 oz  Kahlua,/ingredient/282-Kahlua,../images/ingredients/Kahlua-Medium.png
357,1/2 oz  Brandy,/ingredient/74-Brandy,../images/ingredients/Brandy-Medium.png
357,Coffee,/ingredient/139-Coffee,../images/ingredients/Coffee-Medium.png
358,1 part  Creme de Cassis,/ingredient/165-Creme-de-Cassis,../images/ingredients/Creme de Cassis-Medium.png
358,5 parts  Champagne,/ingredient/97-Champagne,../images/ingredients/Champagne-Medium.png
359,1 part  Creme de Cassis,/ingredient/165-Creme-de-Cassis,../images/ingredients/Creme de Cassis-Medium.png
359,5 parts  Champagne,/ingredient/97-Champagne,../images/ingredients/Champagne-Medium.png
360,4 cl  Cranberry vodka,/ingredient/157-Cranberry-vodka,../images/ingredients/Cranberry vodka-Medium.png
360,2 cl  Apfelkorn,/ingredient/25-Apfelkorn,../images/ingredients/Apfelkorn-Medium.png
360,7 cl  Schweppes Russchian,/ingredient/444-Schweppes-Russchian,../images/ingredients/Schweppes Russchian-Medium.png
360,8 cl  Apple juice,/ingredient/28-Apple-juice,../images/ingredients/Apple juice-Medium.png
360,cubes Ice,/ingredient/270-Ice,../images/ingredients/Ice-Medium.png
361,1 part  Kiwi liqueur,/ingredient/285-Kiwi-liqueur,../images/ingredients/Kiwi liqueur-Medium.png
361,2 parts  Bitter lemon,/ingredient/55-Bitter-lemon,../images/ingredients/Bitter lemon-Medium.png
361,cubes Ice,/ingredient/270-Ice,../images/ingredients/Ice-Medium.png
362,1/2 Kiwi,/ingredient/286-Kiwi,../images/ingredients/Kiwi-Medium.png
362,1 tsp Sugar Syrup,/ingredient/475-Sugar-Syrup,../images/ingredients/Sugar Syrup-Medium.png
362,1 1/2 oz Vodka,/ingredient/1-Vodka,../images/ingredients/Vodka-Medium.png
362,Garnish with Kiwi,/ingredient/286-Kiwi,../images/ingredients/Kiwi-Medium.png
363,3  Kiwi,/ingredient/286-Kiwi,../images/ingredients/Kiwi-Medium.png
363,1/2  Papaya,/ingredient/366-Papaya,../images/ingredients/Papaya-Medium.png
364,2 oz light  151 proof rum,/ingredient/571-151-proof-rum,../images/ingredients/151 proof rum-Medium.png
364,1/2 tsp Tropical  Kool-Aid,/ingredient/287-Kool-Aid,../images/ingredients/Kool-Aid-Medium.png
365,1 shot  Vodka,/ingredient/1-Vodka,../images/ingredients/Vodka-Medium.png
365,1 shot  Amaretto,/ingredient/18-Amaretto,../images/ingredients/Amaretto-Medium.png
365,1 shot  Sloe gin,/ingredient/453-Sloe-gin,../images/ingredients/Sloe gin-Medium.png
365,1 shot  Triple sec,/ingredient/498-Triple-sec,../images/ingredients/Triple sec-Medium.png
365,Cranberry juice,/ingredient/155-Cranberry-juice,../images/ingredients/Cranberry juice-Medium.png
366,1/2 oz Grape  Kool-Aid,/ingredient/287-Kool-Aid,../images/ingredients/Kool-Aid-Medium.png
366,1/2 oz  Vodka,/ingredient/1-Vodka,../images/ingredients/Vodka-Medium.png
367,4 cl  Absolut Kurant,/ingredient/6-Absolut-Kurant,../images/ingredients/Absolut Kurant-Medium.png
367,Turkish apple  Tea,/ingredient/486-Tea,../images/ingredients/Tea-Medium.png
367,"(if needed)
 Sugar",/ingredient/476-Sugar,../images/ingredients/Sugar-Medium.png
368,2 oz  Gin,/ingredient/2-Gin,../images/ingredients/Gin-Medium.png
368,2 tsp  Light cream,/ingredient/304-Light-cream,../images/ingredients/Light cream-Medium.png
368,1 tsp  Powdered sugar,/ingredient/409-Powdered-sugar,../images/ingredients/Powdered sugar-Medium.png
368,Juice of 1/2 Lemon,/ingredient/299-Lemon,../images/ingredients/Lemon-Medium.png
368,1  Egg white,/ingredient/192-Egg-white,../images/ingredients/Egg white-Medium.png
368,Carbonated water,/ingredient/89-Carbonated-water,../images/ingredients/Carbonated water-Medium.png
369,1/2 cup plain  Yoghurt,/ingredient/533-Yoghurt,../images/ingredients/Yoghurt-Medium.png
369,1 1/4 cup cold  Water,/ingredient/513-Water,../images/ingredients/Water-Medium.png
369,1/2 tsp ground roasted  Cumin seed,/ingredient/173-Cumin-seed,../images/ingredients/Cumin seed-Medium.png
369,1/4 tsp  Salt,/ingredient/439-Salt,../images/ingredients/Salt-Medium.png
369,1/4 tsp dried  Mint,/ingredient/337-Mint,../images/ingredients/Mint-Medium.png
370,2  Mango,/ingredient/319-Mango,../images/ingredients/Mango-Medium.png
370,2 cups  Yoghurt,/ingredient/533-Yoghurt,../images/ingredients/Yoghurt-Medium.png
370,1/2 cup  Sugar,/ingredient/476-Sugar,../images/ingredients/Sugar-Medium.png
370,1 cup iced  Water,/ingredient/513-Water,../images/ingredients/Water-Medium.png
371,1 cup  Yoghurt,/ingredient/533-Yoghurt,../images/ingredients/Yoghurt-Medium.png
371,2 cups cold  Water,/ingredient/513-Water,../images/ingredients/Water-Medium.png
